id;firstname;lastname;birthdate;country_id;position;foot;height
2202;Aziz Eraltay;Behich;16.12.1990;9;Defender;left;170
2203;Vukasin;Jovanovic;17.05.1996;148;Defender;right;188
2204;Luka;Jovic;23.12.1997;21;Forward;right;181
2205;Raphael Adelino Jose;Guerreiro;22.12.1993;61;Defender;left;170
2206;Thomas;Lemar;12.11.1995;201;Midfielder;left;170
2207;Joao Pedro;Cavaco Cancelo;27.05.1994;138;Defender;right;182
2208;Jonathan Matias;Urretavizcaya da Luz;19.03.1990;186;Midfielder;right;174
2209;Andre Miguel;Valente Silva;6.11.1995;138;Forward;right;182
2210;Felix;Passlack;29.05.1998;64;Midfielder;right;170
2211;Yoshinori;Muto;15.07.1992;84;Forward;right;179
2212;Darko;Lazovic;15.09.1990;148;Midfielder;right;181
2213;Tim-Henry;Handwerker;19.05.1998;64;Defender;left;177
2214;Milan;Rodic;2.04.1991;21;Defender;left;185
2215;Gaku;Shibasaki;25.05.1992;84;Midfielder;right;175
2216;Yuya;Osako;18.05.1990;84;Forward;right;182
2217;Arnaldo Antonio;Sanabria Ayala;4.04.1996;134;Forward;right;180
2218;Ruben;Pena Jimenez;18.07.1991;158;Midfielder;right;170
2219;Milos;Jojic;19.03.1992;148;Midfielder;right;177
2220;Diego Javier;Llorente Rios;16.08.1993;158;Defender;right;186
2221;Jorge;Franco Alviz;29.10.1993;158;Midfielder;right;184
2222;Juraj;Kucka;26.02.1987;152;Midfielder;right;186
2223;Filip;Kostic;1.11.1992;148;Midfielder;left;184
2224;Manuel;Lazzari;29.11.1993;82;Midfielder;right;174
2225;Darko;Brasanac;12.02.1992;148;Midfielder;right;178
2226;Khalid;Boutaib;24.04.1987;61;Forward;right;189
2227;Gabriel Martin;Penalba;23.09.1984;7;Midfielder;right;194
2228;Dennis;Praet;14.05.1994;16;Midfielder;right;181
2229;Federico;Di Francesco;14.06.1994;82;Forward;right;178
2230;Davide;Frattesi;22.09.1999;82;Midfielder;right;178
2231;Alejandro Gutierrez;Mozo;22.04.1995;158;Midfielder;right;172
2232;Shaquell;Moore;2.11.1996;185;Defender;right;179
2233;Luca;Mazzitelli;15.11.1995;82;Midfielder;right;184
2234;Uros;Spajic;13.02.1993;148;Defender;right;188
2235;Milad;Mohammadi;29.09.1993;78;Defender;left;178
2236;Gelson Dany;Batalha Martins;11.05.1995;28;Forward;right;173
2237;Kwasi Okyere;Wriedt;10.07.1994;64;Forward;left;188
2238;Adalberto;Penaranda Maestre;31.05.1997;189;Forward;right;185
2239;Erik Alexander;Exposito Hernandez;23.06.1996;158;Forward;left;184
2240;Martin;Aguirregabiria Padilla;10.05.1996;158;Defender;right;178
2241;Carlos;Martin Vigaray;7.09.1994;158;Defender;right;182
2242;Mauricio;Lemos Merladet;28.12.1995;186;Defender;right;186
2243;Wallace;Fortuna dos Santos;14.10.1994;23;Defender;right;191
2244;Aymen;Barkok;21.05.1998;64;Midfielder;right;188
2245;Marco;Friedl;16.03.1998;10;Defender;left;184
2246;Killian;Jakob;25.01.1998;64;Defender;left;180
2247;Nikola;Milenkovic;12.10.1997;148;Defender;right;195
2248;Christian;Pulisic;18.09.1998;185;Midfielder;right;172
2249;Florian;Mayer;4.03.1998;64;Defender;right;190
2250;Tatsuya;Ito;26.06.1997;84;Midfielder;right;163
2251;Paul;Jaeckel;22.07.1998;64;Defender;right;189
2252;Jose Maria;Gimenez de Vargas;20.01.1995;186;Defender;right;185
2253;Sokol;Cikalleshi;27.07.1990;2;Forward;right;185
2254;Bekim;Balaj;11.01.1991;2;Forward;right;188
2255;Oghenekaro;Etebo;9.11.1995;126;Forward;right;176
2256;Burak;Yilmaz;15.07.1985;178;Forward;right;188
2257;Daniel;Ceballos Fernandez;7.08.1996;158;Midfielder;right;179
2258;Antonio;Latorre Grueso;21.11.1997;158;Defender;left;171
2259;Ignacio;Gil de Pareja Vicent;9.09.1995;158;Forward;right;170
2260;Adnan;Januzaj;5.02.1995;16;Midfielder;left;182
2261;Manuel Henrique;Tavares Fernandes;5.02.1986;138;Midfielder;right;176
2262;Reza;Ghoochannejhad Nournia;20.09.1987;78;Forward;left;180
2263;Omar;Gaber;30.01.1992;52;Defender;right;174
2264;Aniello;Viscovo;21.06.1999;82;Goalkeeper;right;190
2265;Sven;Muller;16.02.1996;64;Goalkeeper;right;190
2266;Taleb;Tawatha;21.06.1992;81;Defender;left;176
2267;Yannick;Gerhardt;13.03.1994;64;Defender;left;184
2268;Sebastien;De Maio;5.03.1987;61;Defender;right;190
2269;Walace;Souza Silva;4.04.1995;23;Midfielder;right;188
2270;Tim;Kleindienst;31.08.1995;64;Forward;right;194
2271;Jonathan;Tah;11.02.1996;64;Defender;right;194
2272;Moritz;Nicolas;21.10.1997;64;Goalkeeper;right;193
2273;Alfonso;Pedraza Sag;9.04.1996;158;Midfielder;left;182
2274;Heinz;Lindner;17.07.1990;10;Goalkeeper;right;187
2275;Florian;Klein;17.11.1986;10;Defender;right;182
2276;Jan;Novota;29.11.1983;152;Goalkeeper;right;199
2277;Guido;Burgstaller;29.04.1989;10;Forward;right;187
2278;Stefan;Ilsanker;18.05.1989;10;Midfielder;right;189
2279;Florian;Kainz;24.10.1992;10;Midfielder;right;176
2280;Jonathan;Calleri;23.09.1993;7;Forward;right;173
2281;Martin;Hinteregger;7.09.1992;10;Defender;left;184
2282;Jakob;Jantscher;8.01.1989;10;Midfielder;right;181
2283;Adam;Marusic;17.10.1992;148;Midfielder;right;185
2284;Dusan;Svento;1.08.1985;152;Defender;left;178
2285;Jean-Philippe;Gbamin;25.09.1995;40;Midfielder;right;186
2286;Michael;Gregoritsch;18.04.1994;10;Forward;left;193
2287;Robert;Zulj;5.02.1992;10;Midfielder;right;189
2288;Caner;Erkin;4.10.1988;178;Defender;left;181
2289;Gokhan;Gonul;4.01.1985;178;Defender;right;175
2290;Moussa;Sow;19.01.1986;61;Forward;right;180
2291;Onur Recep;Kivrak;1.01.1988;178;Goalkeeper;right;187
2292;Volkan;Sen;7.07.1987;178;Midfielder;right;175
2293;Cenk;Gonen;21.02.1988;178;Goalkeeper;right;190
2294;Sidnei Rechel;da Silva Junior;23.06.1989;23;Defender;right;185
2295;Ismail;Koybasi;10.07.1989;178;Defender;left;178
2296;Ricardo;Andrade Quaresma Bernardo;26.09.1983;138;Forward;right;175
2297;Jann-Fiete;Arp;6.01.2000;64;Forward;right;184
2298;Nestor Fernando;Muslera Micol;16.06.1986;186;Goalkeeper;right;190
2299;Hakan Kadir;Balta;23.03.1983;64;Defender;left;184
2300;Emre;Colak;20.05.1991;178;Midfielder;left;169
2301;Sel�uk;Inan;10.02.1985;178;Midfielder;right;182
2302;Musa;Barrow;14.11.1998;204;Forward;right;183
2303;Aleksey;Miranchuk;17.10.1995;141;Midfielder;left;182
2304;Florian;Baak;18.03.1999;64;Defender;right;185
2305;Gian-Luca;Itter;5.01.1999;64;Defender;left;184
2306;Kai;Havertz;11.06.1999;64;Midfielder;left;186
2307;Arne;Maier;8.01.1999;64;Midfielder;right;183
2308;Gustav;Svensson;7.02.1987;165;Midfielder;right;184
2309;Dylan;Bronn;19.06.1995;61;Defender;right;185
2310;Mohammad Reza;Khanzadeh;11.05.1991;78;Defender;right;180
2311;Richard;Guzmics;16.04.1987;74;Defender;right;190
2312;Valentin Enrique;Pimentel Armuelles;30.05.1991;132;Midfielder;right;185
2313;Josh;Magennis;15.08.1990;198;Forward;right;188
2314;Mahmoud;Hamdy;1.06.1995;52;Defender;right;188
2315;Yassine;Meriah;2.07.1993;177;Defender;right;188
2316;Hyun-Soo;Jang;28.09.1991;89;Defender;right;187
2317;Jacek;Goralski;21.09.1992;137;Midfielder;right;172
2318;Matthew;Jurman;8.12.1989;9;Defender;left;192
2319;Morteza;Pouraliganji;19.04.1992;78;Defender;right;185
2320;Mehdi;Torabi;10.09.1994;78;Midfielder;right;185
2321;Filip;Bradaric;11.01.1992;41;Midfielder;right;185
2322;Christian;Kabasele;24.02.1991;46;Defender;right;187
2323;Eidur Smari;Gudjohnsen;15.09.1978;75;Forward;right;185
2324;Kendall Jamaal;Waston Manley;1.01.1988;39;Defender;right;196
2325;Edimilson;Fernandes;15.04.1996;166;Midfielder;right;190
2326;Abdiel;Arroyo Molinar;13.12.1993;132;Forward;right;187
2327;Alvaro Borja;Morata Martin;23.10.1992;158;Forward;right;189
2328;Aiden;McGeady;4.04.1986;199;Midfielder;right;177
2329;Shane;Ferguson;12.02.1991;198;Midfielder;left;178
2330;Leandro Henrique;do Nascimento;11.10.1998;23;Forward;right;174
2331;Frederic;Veseli;20.11.1992;166;Defender;right;183
2332;Pierre-Emile;Hojbjerg;5.08.1995;47;Midfielder;right;185
2333;Jae-Sung;Lee;10.08.1992;89;Midfielder;left;180
2334;Jamie;MacLaren;29.07.1993;9;Forward;right;178
2335;Milos;Degenek;28.04.1994;148;Defender;right;186
2336;Josip;Pivaric;30.01.1989;41;Defender;left;176
2337;John Ogochukwu;Ogu;20.04.1988;126;Midfielder;left;192
2338;Aleksandar;Tonev;2.02.1990;25;Forward;right;178
2339;Conor;Washington;18.05.1992;184;Forward;right;178
2340;Ben;Davies;24.04.1993;197;Defender;left;182
2341;Masaaki;Higashiguchi;12.05.1986;84;Goalkeeper;right;184
2342;Danny;Ward;22.06.1993;197;Goalkeeper;right;191
2343;Paddy;McNair;27.04.1995;198;Defender;right;183
2344;Abdullah;Al Khaibari;16.08.1996;146;Midfielder;right;175
2345;Edison Michael;Flores Peralta;14.05.1994;135;Midfielder;left;170
2346;Denis;Alibec;9.05.1991;140;Forward;left;187
2347;Blas Antonio Miguel;Perez Ortega;13.03.1981;132;Forward;right;187
2348;Armando Enrique;Cooper Whitaker;26.11.1987;132;Midfielder;right;173
2349;Martin;Dubravka;15.01.1989;152;Goalkeeper;right;191
2350;Kosuke;Nakamura;27.02.1995;84;Goalkeeper;right;184
2351;Naomichi;Ueda;24.10.1994;84;Defender;right;186
2352;Norbert;Gyomber;3.07.1992;152;Defender;right;189
2353;Roman Aureliano;Torres Morcillo;20.03.1986;132;Defender;right;187
2354;Andriy;Pyatov;28.06.1984;182;Goalkeeper;right;190
2355;Razvan Dinca;Rat;26.05.1981;140;Defender;left;178
2356;Taras;Stepanenko;8.08.1989;182;Midfielder;right;181
2357;Essam Kamal Tawfik;El Hadary;15.01.1973;52;Goalkeeper;right;188
2358;Bohdan;Butko;13.01.1991;182;Defender;right;180
2359;Denys;Boyko;29.01.1988;182;Goalkeeper;right;197
2360;Frederico;Rodrigues Santos;5.03.1993;23;Midfielder;left;169
2361;Abdulmalek Abdullah;Al Khaibri;13.03.1986;146;Midfielder;right;177
2362;Oleksandr;Karavaev;2.06.1992;182;Midfielder;right;173
2363;Per;Mertesacker;29.09.1984;64;Defender;right;198
2364;Aaron;Ramsey;26.12.1990;197;Midfielder;right;183
2365;Tomas;Rosicky;4.10.1980;44;Midfielder;right;179
2366;Jonny;Evans;2.01.1988;198;Defender;right;188
2367;Patrice;Evra;15.05.1981;147;Defender;left;174
2368;Michael;Carrick;28.07.1981;184;Midfielder;right;188
2369;Glen;Johnson;23.08.1984;184;Defender;right;182
2370;Rob;Elliot;30.04.1986;184;Goalkeeper;left;188
2371;Tamas;Kadar;14.03.1990;74;Defender;left;188
2372;Lucas;Rodrigues Moura da Silva;13.08.1992;23;Forward;right;172
2373;Ciaran;Clark;26.09.1989;184;Defender;left;188
2374;James Michael;Collins;23.08.1983;197;Defender;right;193
2375;Mark;Milligan;4.08.1985;9;Midfielder;right;180
2376;Jan;Mucha;5.12.1982;152;Goalkeeper;right;189
2377;Ross;Barkley;5.12.1993;184;Midfielder;right;189
2378;Massimo;Luongo;25.09.1992;9;Midfielder;right;176
2379;Costel Fane;Pantilimon;1.02.1987;140;Goalkeeper;right;203
2380;Stuart;Taylor;28.11.1980;184;Goalkeeper;right;196
2381;Wesley;Hoolahan;20.05.1982;80;Midfielder;left;168
2382;Gareth;McAuley;5.12.1979;198;Defender;right;195
2383;Zoltan;Gera;22.04.1979;74;Midfielder;right;182
2384;Shane;Long;22.01.1987;80;Forward;right;178
2385;Diego;Cavalieri;1.12.1982;23;Goalkeeper;left;191
2386;Wayne;Hennessey;24.01.1987;197;Goalkeeper;right;198
2387;Stephen;Ward;20.08.1985;80;Defender;left;184
2388;Andy;King;29.10.1988;184;Midfielder;right;184
2389;John;O'Shea;30.04.1981;80;Defender;right;191
2390;James;McClean;22.04.1989;198;Midfielder;left;180
2391;David;Meyler;29.05.1989;80;Midfielder;right;189
2392;Alex;McCarthy;3.12.1989;184;Goalkeeper;right;193
2393;Mauricio;dos Santos Nascimento;20.09.1988;23;Defender;right;185
2394;Daryl;Murphy;15.03.1983;80;Forward;left;191
2395;Jose Luis;Rodriguez;19.06.1998;132;Midfielder;left;178
2396;Alireza;Safar Beiranvand;21.09.1992;78;Goalkeeper;right;192
2397;Andrew;Nabbout;17.12.1992;9;Forward;right;178
2398;Simon;Church;10.12.1988;184;Forward;right;181
2399;Glenn;Whelan;13.01.1984;80;Midfielder;right;183
2400;Dean;Whitehead;12.01.1982;184;Midfielder;right;183
2401;Cyrus;Christie;30.09.1992;184;Defender;right;188
2402;Oliver;Norwood;12.04.1991;184;Midfielder;right;175
2403;Conor;McLaughlin;26.07.1991;198;Defender;right;183
2404;Chris;Gunter;21.07.1989;197;Defender;right;180
2405;Jaime Manuel;Penedo Cano;26.09.1981;132;Goalkeeper;right;183
2406;Lee;Hodson;2.10.1991;198;Defender;right;173
2407;Jin-Hyeon;Kim;6.07.1987;89;Goalkeeper;right;192
2408;Jeff;Hendrick;31.01.1992;80;Midfielder;right;185
2409;Lewis;Dunk;21.11.1991;184;Defender;right;192
2410;Young-Sun;Yun;4.10.1988;89;Defender;right;185
2411;Sam;Vokes;21.10.1989;184;Forward;right;188
2412;Rurik;Gislason;25.02.1988;75;Forward;right;184
2413;Seung-Gyu;Kim;30.09.1990;89;Goalkeeper;right;187
2414;Yong;Lee;24.12.1986;89;Defender;right;180
2415;Harry;Arter;28.12.1989;184;Midfielder;right;178
2416;Jonas;Knudsen;16.09.1992;47;Defender;left;185
2417;Yo-Han;Go;10.03.1988;89;Midfielder;right;170
2418;Ban-Suk;Oh;20.05.1988;89;Defender;right;189
2419;Barnabas;Bese;6.05.1994;74;Defender;right;188
2420;Daniel;Bode;24.10.1986;74;Forward;right;190
2421;James;Chester;23.01.1989;184;Defender;right;180
2422;Corry;Evans;30.07.1990;198;Midfielder;right;180
2423;Liam;Rosenior;9.07.1984;184;Defender;right;178
2424;Ruslan;Rotan;29.10.1981;182;Midfielder;right;174
2425;Gergo;Lovrencsics;1.09.1988;74;Midfielder;right;177
2426;Denes;Dibusz;16.11.1990;74;Goalkeeper;right;186
2427;Seyed Majid;Hosseini;20.06.1996;78;Defender;right;183
2428;Kevin;Long;18.08.1990;80;Defender;right;187
2429;James;Meredith;4.04.1988;9;Defender;left;185
2430;Seon-Min;Moon;9.06.1992;89;Midfielder;right;172
2431;Jon Dadi;Bodvarsson;25.05.1992;75;Forward;right;190
2432;Serhiy;Sydorchuk;2.05.1991;182;Midfielder;right;189
2433;Akos;Elek;21.07.1988;74;Midfielder;left;193
2434;Rouzbeh;Cheshmi;24.07.1993;78;Defender;right;192
2435;Harry;Winks;2.02.1996;184;Midfielder;right;176
2436;Mohamed;El Shenawy;18.12.1988;52;Goalkeeper;right;191
2437;Jhonny;Acosta Zamora;21.07.1983;39;Defender;right;178
2438;Chris;Baird;25.02.1982;198;Defender;right;185
2439;Steven James;Sidwell;14.12.1982;184;Midfielder;right;178
2440;Sam;Morsy;10.09.1991;184;Midfielder;right;175
2441;Fidel;Escobar Mendieta;9.01.1995;132;Defender;right;182
2442;Ismael;Diaz De Leon;12.05.1997;132;Forward;right;182
2443;Aron Einar;Gunnarsson;22.04.1989;75;Midfielder;right;177
2444;Ashley;Williams;23.08.1984;184;Defender;right;182
2445;Joe;Allen;14.03.1990;197;Midfielder;right;168
2446;Leon;Britton;16.09.1982;184;Midfielder;right;167
2447;Ashley Darel Jazz;Richards;12.04.1991;197;Defender;right;175
2448;Oleksandr;Zinchenko;15.12.1996;182;Midfielder;left;175
2449;Daniel;Bachmann;9.07.1994;10;Goalkeeper;right;191
2450;Vladimir;Stojkovic;28.07.1983;148;Goalkeeper;right;196
2451;Seung-Hyeon;Jung;3.04.1994;89;Defender;right;188
2452;Ayman;Ashraf;9.04.1991;52;Defender;left;175
2453;David;Cotterill;4.12.1987;197;Midfielder;right;175
2454;Predrag;Rajkovic;31.10.1995;148;Goalkeeper;right;191
2455;Andres Mateus;Uribe Villa;21.03.1991;36;Midfielder;right;182
2456;Kari;Arnason;13.10.1982;165;Defender;right;190
2457;Tom;Rogic;16.12.1992;9;Midfielder;left;188
2458;Se-Jong;Ju;30.10.1990;89;Midfielder;right;174
2459;Ian Rey;Smith Quiros;6.03.1998;39;Defender;right;177
2460;Mak;Varesanovic;28.08.1998;178;Midfielder;right;184
2461;Didier;Ndong;17.06.1994;62;Midfielder;right;179
2462;Oscar Fabian;Murillo Murillo;18.04.1988;36;Defender;left;184
2463;Ayoub;El Kaabi;25.06.1993;116;Forward;left;182
2464;Omid;Ebrahimi;16.09.1987;78;Midfielder;right;177
2465;Mohammad Rashid;Mazaheri;18.05.1989;78;Goalkeeper;right;193
2466;Michael;McGovern;12.07.1984;198;Goalkeeper;right;191
2467;Ramin;Rezaeian;21.03.1990;78;Defender;right;185
2468;Pejman;Montazeri;6.09.1983;78;Defender;right;186
2469;Mohammed;Kanno;22.09.1994;146;Midfielder;right;192
2470;Patrik;Hrosovsky;22.04.1992;152;Midfielder;right;174
2471;Mehdi;Taremi;18.07.1992;78;Forward;right;187
2472;Mohammad Ibrahim;Al Sahlawi;10.01.1987;146;Forward;right;179
2473;Runar Alex;Runarsson;18.02.1995;75;Goalkeeper;right;186
2474;Nathaniel;Chalobah;12.12.1994;150;Midfielder;right;185
2475;Nemanja;Radonjic;15.02.1996;148;Midfielder;right;185
2476;Sebastian;Prodl;21.06.1987;10;Defender;right;196
2477;Marko;Arnautovic;19.04.1989;10;Forward;right;192
2478;Mitchell;Langerak;22.08.1988;9;Goalkeeper;right;193
2479;Pedro Jesus;Aquino Sanchez;13.04.1995;135;Midfielder;left;175
2480;Zoltan;Stieber;16.10.1988;74;Midfielder;left;175
2481;Emerson;Palmieri dos Santos;3.08.1994;23;Defender;left;176
2482;Marcos;Alonso Mendoza;28.12.1990;158;Defender;left;188
2483;Andy Jorman;Polo Andrade;29.09.1994;135;Midfielder;right;175
2484;Leroy;Sane;11.01.1996;64;Midfielder;left;184
2485;Erick Gabriel;Gutierrez Galaviz;15.06.1995;110;Midfielder;left;176
2486;Vladimir;Weiss;30.11.1989;152;Forward;right;175
2487;Jose Aurelio;Carvallo Alonso;1.03.1986;135;Goalkeeper;right;183
2488;Victor Yoshimar;Yotun Flores;7.04.1990;135;Midfielder;left;173
2489;Adam;Nemec;2.09.1985;152;Forward;left;190
2490;Pedro David;Gallese Quiroz;23.02.1990;135;Goalkeeper;right;189
2491;Luis Carlos;Tejada Hansell;28.03.1982;132;Forward;right;185
2492;Hussain;Al Mogahwi;24.03.1988;146;Midfielder;right;174
2493;Richarlison;de Andrade;10.05.1997;23;Forward;right;179
2494;Jan;Gregus;29.01.1991;152;Midfielder;right;189
2495;Tim;Cahill;6.12.1979;9;Forward;right;180
2496;Leonardo;Rivoira;3.02.1998;82;Defender;right;182
2497;Josef;Sural;30.05.1990;44;Forward;right;184
2498;Jesus Daniel;Gallardo Vasconcelos;15.08.1994;110;Midfielder;left;176
2499;Michal;Duris;1.06.1988;44;Forward;right;183
2500;Aleksandar;Dragovic;6.03.1991;10;Defender;right;184
2501;David;Lafata;18.09.1981;44;Forward;right;180
2502;Moritz;Bauer;25.01.1992;166;Defender;right;181
2503;Steven;Zuber;17.08.1991;166;Midfielder;right;182
2504;Yaroslav;Rakitskiy;3.08.1989;182;Defender;left;180
2505;Chris;Brunt;14.12.1984;198;Midfielder;left;187
2506;Vyacheslav;Shevchuk;13.05.1979;182;Defender;left;184
2507;Milan;Skoda;16.01.1986;44;Forward;right;190
2508;Kaylen;Hinds;28.01.1998;184;Forward;right;185
2509;Naser Ismail;Aliji;27.12.1993;2;Defender;left;177
2510;Michael Amir;Murillo Bermudez;11.02.1996;132;Defender;right;183
2511;Harold Oshkaly;Cummings Segura;1.03.1992;132;Defender;right;180
2512;Shane;Duffy;1.01.1992;198;Defender;right;193
2513;Lucian Iulian;Sanmartean;13.03.1980;140;Midfielder;right;176
2514;Nicolae Claudiu;Stanciu;7.05.1993;140;Midfielder;right;169
2515;Ari Freyr;Skulason;14.05.1987;75;Defender;left;170
2516;Ovidiu Stefan;Hoban;27.12.1982;140;Midfielder;right;183
2517;Emre;Can;12.01.1994;64;Midfielder;right;184
2518;Cosmin Iosif;Moti;3.12.1984;140;Defender;right;183
2519;Mohammed Khalil;Al Owais;10.10.1991;146;Goalkeeper;left;187
2520;Osama Abdulrezag;Hawsawi;31.03.1984;183;Defender;right;188
2521;Dragos;Grigore;7.09.1986;140;Defender;right;185
2522;Sherif;Ekramy Ahmed;1.07.1983;52;Goalkeeper;right;191
2523;Jose De Jesus;Calderon Frias;14.08.1985;132;Goalkeeper;right;187
2524;Joe;Rodon;22.10.1997;197;Defender;right;190
2525;George;Thomas;24.03.1997;184;Forward;right;173
2526;Raffaele;Palladino;17.04.1984;82;Forward;right;182
2527;Roberto Maximiliano;Pereyra;7.01.1991;7;Midfielder;right;182
2528;Sergio German;Romero;22.02.1987;7;Goalkeeper;right;192
2529;Gyorgy;Garics;8.03.1984;74;Defender;right;183
2530;Jose Ramiro;Funes Mori;5.03.1991;7;Defender;left;186
2531;Migjen Xhevat;Basha;5.01.1987;166;Midfielder;right;180
2532;Jesus;Gamez Duarte;10.04.1985;158;Defender;right;182
2533;Stuart;Dallas;19.04.1991;198;Midfielder;right;183
2534;Mohamed;Abdel-Shafi;1.07.1985;52;Defender;left;179
2535;Mahmoud Abdel Razek;Fadlallah;5.03.1986;52;Midfielder;left;180
2536;Saad Ali Saadeldin;Samir;1.04.1989;52;Defender;right;186
2537;Hamdi;Nagguez;28.10.1992;177;Defender;right;195
2538;Ahmed Fathy Abdel Meneim;Ibrahim;10.11.1984;52;Defender;right;175
2539;Abdallah Mahmoud El Said;Bekhit;13.07.1985;52;Midfielder;right;175
2540;Chul;Hong;17.09.1990;89;Defender;left;176
2541;Ahmed;Khalil;21.12.1994;177;Midfielder;right;187
2542;Edson Omar;Alvarez Velazquez;24.10.1997;110;Defender;right;185
2543;Farouk;Ben Mustapha;1.07.1989;177;Goalkeeper;right;192
2544;Rami;Bedoui;19.01.1990;177;Defender;right;190
2545;Shin-Wook;Kim;14.04.1988;89;Forward;right;197
2546;Christian;Bolanos Navarro;17.05.1984;39;Midfielder;right;175
2547;Ben;Chilwell;21.12.1996;184;Defender;left;178
2548;Holmar Orn;Eyjolfsson;6.08.1990;75;Defender;right;190
2549;Anderson;Santamaria Bardales;10.01.1992;135;Defender;right;183
2550;Edgar Yoel;Barcenas Herrera;23.10.1993;132;Midfielder;right;175
2551;Henrik;Dalsgaard;27.07.1989;47;Defender;right;192
2552;Frederik;Ronnow;4.08.1992;47;Goalkeeper;right;190
2553;Felipe Abdiel;Baloy Ramirez;24.02.1981;132;Defender;right;184
2554;Mihaly;Korhut;1.12.1988;74;Defender;left;181
2555;Moussa;Wague;4.10.1998;147;Defender;right;177
2556;David;Edwards;3.02.1986;184;Midfielder;right;183
2557;Raul Mario;Ruidiaz Misitich;25.07.1990;135;Forward;right;167
2558;Ashkan;Dejagah;5.07.1986;78;Midfielder;right;181
2559;Ben;Woodburn;15.10.1999;184;Forward;right;174
2560;Florent;Hadergjonaj;31.07.1994;166;Defender;right;182
2561;Abdullah Ibrahim;Al Mayouf;23.01.1987;146;Goalkeeper;right;187
2562;Yasser Abdullah;Al Mosailem;27.02.1984;146;Goalkeeper;right;186
2563;Mansour Althaqfi;Al Harbi;19.10.1987;146;Defender;left;173
2564;Taisir Jabir;Al Jassim;25.07.1984;146;Midfielder;right;169
2565;Omar Ibrahim Omar Othman;Hawsawi;27.09.1985;146;Defender;right;185
2566;Niall;McGinn;20.07.1987;198;Midfielder;right;183
